-1.3265,8.7732,0.0000
-1.3568,9.0468,0.0000
-1.5406,9.0726,0.0000
-1.4389,9.1751,0.0000
-1.4168,8.9060,0.0000
-1.2105,8.9369,0.0000
-1.3436,9.2660,0.0000
-1.6901,9.2941,0.0000
-1.4120,9.3578,0.0000
-1.5575,9.4509,0.0000
-1.6444,9.3827,0.0000
-1.4982,9.6111,0.0000
-1.4861,9.7159,0.0000
-1.5553,9.6624,0.0000
-1.8784,10.1461,0.0000
-1.8595,10.0300,0.0000
-1.8268,9.8651,0.0000
-1.7961,10.2149,0.0000
-2.0826,10.0260,0.0000
-2.1088,10.3242,0.0000
-2.3188,10.3871,0.0000
-2.4057,10.0659,0.0000
-2.1789,10.2737,0.0000
-2.1728,10.0929,0.0000
-2.4629,10.0162,0.0000
-2.3777,10.0000,0.0000
-2.5501,9.4653,0.0000
-2.7767,9.1457,0.0000
-2.7008,8.8612,0.0000
-2.5983,8.5997,0.0000
-2.9071,8.4448,0.0000
-2.7381,8.2658,0.0000
-3.4350,8.0571,0.0000
-2.9859,8.0015,0.0000
-3.1608,7.8181,0.0000
-3.2808,8.0617,0.0000
-3.2813,7.9261,0.0000
-3.6491,8.5879,0.0000
-3.4365,8.5681,0.0000
-3.3989,8.6986,0.0000
-3.2759,9.0467,0.0000
-3.6165,9.6492,0.0000
-3.6971,9.8599,0.0000
-3.6838,10.2237,0.0000
-3.4995,10.2834,0.0000
-3.6113,10.1488,0.0000
-3.7592,9.8284,0.0000
-3.6171,9.3905,0.0000
-3.6892,9.1198,0.0000
-3.5633,8.8500,0.0000
-3.8139,8.3248,0.0000
-3.7529,7.7853,0.0000
-3.7529,7.8467,0.0000
-3.8992,7.9327,0.0000
-3.6162,8.0037,0.0000
-3.5977,8.5904,0.0000
-3.6078,9.1015,0.0000
-3.6110,9.4397,0.0000
-3.7511,10.0671,0.0000
-3.5607,10.2904,0.0000
-3.5039,10.2983,0.0000
-3.5239,9.9634,0.0000
-3.3752,9.0746,0.0000
-3.2344,8.5429,0.0000
-2.9530,8.2385,0.0000
-3.1477,7.9318,0.0000
-3.0706,7.9341,0.0000
-3.0532,8.7587,0.0000
-3.2606,8.8333,0.0000
-2.9057,9.5709,0.0000
-2.8199,10.0881,0.0000
-2.3855,10.3040,0.0000
-2.7088,10.0418,0.0000
-2.5591,9.7306,0.0000
-2.5334,8.8190,0.0000
-2.6274,8.2370,0.0000
-2.2048,7.7937,0.0000
-2.1880,7.8875,0.0000
-2.1076,8.6580,0.0000
-2.2893,8.7414,0.0000
-1.8705,9.8401,0.0000
-2.2210,9.9270,0.0000
-1.8544,10.0576,0.0000
-1.5480,9.7796,0.0000
-1.9617,8.8479,0.0000
-1.8375,7.9688,0.0000
-1.6800,7.7087,0.0000
-1.7162,8.1557,0.0000
-1.8225,8.6392,0.0000
-1.5326,9.6114,0.0000
-1.6590,10.1442,0.0000
-1.3895,10.0357,0.0000
-1.5636,9.8735,0.0000
-1.1627,8.7770,0.0000
-1.4866,7.6794,0.0000
-1.3960,7.8723,0.0000
-1.2089,8.2603,0.0000
-1.5035,9.3809,0.0000
-1.2775,9.8959,0.0000
-1.1131,10.1711,0.0000
6.0156,2.0099,1.0000
6.0671,1.9024,1.0000
5.7494,1.9235,1.0000
5.8662,2.0551,1.0000
5.8270,1.8397,1.0000
5.7770,1.8927,1.0000
6.1116,2.0533,1.0000
5.8744,2.1961,1.0000
5.5868,2.3512,1.0000
5.8712,2.6111,1.0000
6.0051,2.6114,1.0000
5.7906,2.5580,1.0000
5.3528,2.6828,1.0000
5.4493,2.6410,1.0000
5.6496,2.8934,1.0000
5.2878,2.9533,1.0000
5.3918,3.1368,1.0000
5.3700,3.0430,1.0000
5.0409,3.3054,1.0000
5.0949,3.4942,1.0000
4.5397,3.2558,1.0000
4.7927,3.3061,1.0000
4.8277,3.2846,1.0000
4.5968,3.0144,1.0000
4.9466,2.9586,1.0000
4.4047,2.7347,1.0000
4.4708,2.5163,1.0000
4.4745,2.1221,1.0000
4.5898,1.9556,1.0000
4.0781,1.7313,1.0000
4.3892,1.5864,1.0000
4.1392,1.2508,1.0000
3.9154,1.2143,1.0000
4.0592,0.6265,1.0000
3.9496,0.8061,1.0000
3.7626,0.7325,1.0000
3.7990,1.1657,1.0000
3.6702,0.9480,1.0000
3.6881,1.2622,1.0000
3.7173,1.6805,1.0000
3.8070,1.8638,1.0000
3.3388,2.5037,1.0000
3.8043,2.8117,1.0000
3.1561,3.1899,1.0000
3.3955,3.3224,1.0000
3.4808,3.4955,1.0000
3.4140,3.1353,1.0000
3.2628,2.5404,1.0000
3.3145,2.0253,1.0000
3.2666,1.7298,1.0000
3.2521,0.9933,1.0000
3.4732,1.1189,1.0000
3.4098,0.8571,1.0000
3.2679,0.6684,1.0000
3.5275,0.7651,1.0000
3.4644,1.6920,1.0000
3.5709,2.0410,1.0000
3.5788,2.8055,1.0000
3.4002,2.8164,1.0000
3.4851,3.1746,1.0000
3.7301,3.1890,1.0000
3.7626,2.8372,1.0000
3.7248,2.1949,1.0000
3.8062,1.7084,1.0000
4.0442,0.8889,1.0000
3.8310,0.6957,1.0000
4.0719,0.7373,1.0000
4.0323,1.1474,1.0000
4.1050,1.7910,1.0000
4.3795,2.2230,1.0000
4.4173,2.7513,1.0000
4.4957,3.4562,1.0000
4.6507,3.1874,1.0000
4.5400,2.5135,1.0000
4.7215,2.1199,1.0000
4.6552,1.1870,1.0000
4.8326,0.9067,1.0000
4.8461,0.7493,1.0000
4.9609,1.5202,1.0000
5.1151,2.2443,1.0000
4.9811,2.7189,1.0000
5.4938,3.3698,1.0000
5.1029,3.2769,1.0000
5.1431,2.8305,1.0000
5.5677,1.6377,1.0000
5.5783,1.1186,1.0000
5.6156,0.8338,1.0000
5.6750,0.6688,1.0000
5.6339,1.5080,1.0000
5.5521,2.2789,1.0000
5.7449,3.1495,1.0000
5.6743,3.2932,1.0000
5.9600,2.7809,1.0000
5.8247,1.6242,1.0000
5.7511,1.1004,1.0000
5.8500,0.4987,1.0000
5.9783,1.0084,1.0000
5.8449,2.2235,1.0000
5.8139,3.1146,1.0000
5.9764,3.2401,1.0000
-5.7897,-6.8006,2.0000
-5.4958,-6.6582,2.0000
-5.6866,-7.2283,2.0000
-5.4045,-6.9489,2.0000
-5.4695,-6.7034,2.0000
-5.6905,-6.7698,2.0000
-5.6570,-6.6221,2.0000
-5.7744,-6.6962,2.0000
-5.6656,-6.5102,2.0000
-5.5586,-6.4547,2.0000
-5.9001,-6.1561,2.0000
-5.7316,-6.1863,2.0000
-5.9459,-6.0622,2.0000
-6.0486,-6.0608,2.0000
-6.0129,-5.9593,2.0000
-6.2228,-5.8429,2.0000
-6.2246,-5.6199,2.0000
-6.3981,-5.6575,2.0000
-6.0033,-5.4858,2.0000
-6.3747,-5.1783,2.0000
-6.5689,-5.3506,2.0000
-6.5175,-5.5585,2.0000
